is_preprint_DOI,preprint_publisher,preprint_type,preprint_created,preprint_created_year,published_DOI,diagnosis
10.2196/preprints.11985,JMIR Publications Inc.,posted-content,2018-08-25,2018,10.2196/jmir.11985,invalid doi / resource not found
10.2196/preprints.12015,JMIR Publications Inc.,posted-content,2019-02-06,2019,10.2196/jmir.12015,invalid doi / resource not found
10.2196/preprints.12234,JMIR Publications Inc.,posted-content,2018-10-18,2018,10.2196/jmir.12234,invalid doi / resource not found
10.2196/preprints.12376,JMIR Publications Inc.,posted-content,2018-10-18,2018,10.2196/jmir.12376,invalid doi / resource not found
10.2196/preprints.12439,JMIR Publications Inc.,posted-content,2018-10-18,2018,10.2196/jmir.12439,invalid doi / resource not found
10.2196/preprints.12525,JMIR Publications Inc.,posted-content,2018-10-26,2018,10.2196/jmir.12525,invalid doi / resource not found
10.2196/preprints.12533,JMIR Publications Inc.,posted-content,2018-10-26,2018,10.2196/jmir.12533,invalid doi / resource not found
10.2196/preprints.12644,JMIR Publications Inc.,posted-content,2018-11-03,2018,10.2196/jmir.12644,invalid doi / resource not found
10.2196/preprints.12783,JMIR Publications Inc.,posted-content,2018-11-09,2018,10.2196/jmir.12783,invalid doi / resource not found
10.2196/preprints.12790,JMIR Publications Inc.,posted-content,2018-11-11,2018,10.2196/jmir.12790,invalid doi / resource not found
10.2196/preprints.12854,JMIR Publications Inc.,posted-content,2018-11-21,2018,10.2196/jmir.12854,invalid doi / resource not found
10.2196/preprints.12902,JMIR Publications Inc.,posted-content,2019-02-01,2019,10.2196/jmir.12902,invalid doi / resource not found
10.2196/preprints.12913,JMIR Publications Inc.,posted-content,2018-11-28,2018,10.2196/jmir.12913,invalid doi / resource not found
10.2196/preprints.12997,JMIR Publications Inc.,posted-content,2018-12-05,2018,10.2196/jmir.12997,invalid doi / resource not found
10.2196/preprints.13125,JMIR Publications Inc.,posted-content,2018-12-12,2018,10.2196/jmir.13125,invalid doi / resource not found
10.2196/preprints.11474,JMIR Publications Inc.,posted-content,2018-07-06,2018,10.2196/jopm.11474,invalid doi / resource not found
10.2196/preprints.10788,JMIR Publications Inc.,posted-content,2018-04-17,2018,10.2196/medinform.10788,invalid doi / resource not found
10.2196/preprints.11728,JMIR Publications Inc.,posted-content,2019-02-12,2019,10.2196/medinform.11728,invalid doi / resource not found
10.2196/preprints.12238,JMIR Publications Inc.,posted-content,2019-02-21,2019,10.2196/medinform.12238,invalid doi / resource not found
10.2196/preprints.12650,JMIR Publications Inc.,posted-content,2018-11-01,2018,10.2196/medinform.12650,invalid doi / resource not found
10.2196/preprints.10186,JMIR Publications Inc.,posted-content,2018-02-23,2018,10.2196/mental.10186,invalid doi / resource not found
10.2196/preprints.11973,JMIR Publications Inc.,posted-content,2018-08-20,2018,10.2196/mental.11973,invalid doi / resource not found
10.2196/preprints.10117,JMIR Publications Inc.,posted-content,2018-03-02,2018,10.2196/mhealth.10117,invalid doi / resource not found
10.2196/preprints.10201,JMIR Publications Inc.,posted-content,2018-02-25,2018,10.2196/mhealth.10201,invalid doi / resource not found
10.2196/preprints.10342,JMIR Publications Inc.,posted-content,2018-03-13,2018,10.2196/mhealth.10342,invalid doi / resource not found
10.2196/preprints.10401,JMIR Publications Inc.,posted-content,2018-03-14,2018,10.2196/mhealth.10401,invalid doi / resource not found
10.2196/preprints.10820,JMIR Publications Inc.,posted-content,2018-04-21,2018,10.2196/mhealth.10820,invalid doi / resource not found
10.2196/preprints.10930,JMIR Publications Inc.,posted-content,2018-06-01,2018,10.2196/mhealth.10930,invalid doi / resource not found
10.2196/preprints.10931,JMIR Publications Inc.,posted-content,2018-05-07,2018,10.2196/mhealth.10931,invalid doi / resource not found
10.2196/preprints.10988,JMIR Publications Inc.,posted-content,2019-02-14,2019,10.2196/mhealth.10988,invalid doi / resource not found
10.2196/preprints.11094,JMIR Publications Inc.,posted-content,2018-05-19,2018,10.2196/mhealth.11094,invalid doi / resource not found
10.2196/preprints.11114,JMIR Publications Inc.,posted-content,2018-05-25,2018,10.2196/mhealth.11114,invalid doi / resource not found
10.2196/preprints.11190,JMIR Publications Inc.,posted-content,2019-02-01,2019,10.2196/mhealth.11190,invalid doi / resource not found
10.2196/preprints.11201,JMIR Publications Inc.,posted-content,2018-06-02,2018,10.2196/mhealth.11201,invalid doi / resource not found
10.2196/preprints.11270,JMIR Publications Inc.,posted-content,2018-06-13,2018,10.2196/mhealth.11270,invalid doi / resource not found
10.2196/preprints.11443,JMIR Publications Inc.,posted-content,2018-07-04,2018,10.2196/mhealth.11443,invalid doi / resource not found
10.2196/preprints.11463,JMIR Publications Inc.,posted-content,2018-07-12,2018,10.2196/mhealth.11463,invalid doi / resource not found
10.2196/preprints.11606,JMIR Publications Inc.,posted-content,2018-07-22,2018,10.2196/mhealth.11606,invalid doi / resource not found
10.2196/preprints.11638,JMIR Publications Inc.,posted-content,2018-07-28,2018,10.2196/mhealth.11638,invalid doi / resource not found
10.2196/preprints.11644,JMIR Publications Inc.,posted-content,2018-07-26,2018,10.2196/mhealth.11644,invalid doi / resource not found
10.2196/preprints.11919,JMIR Publications Inc.,posted-content,2018-08-17,2018,10.2196/mhealth.11919,invalid doi / resource not found
10.2196/preprints.11972,JMIR Publications Inc.,posted-content,2018-08-23,2018,10.2196/mhealth.11972,invalid doi / resource not found
10.2196/preprints.12204,JMIR Publications Inc.,posted-content,2018-09-17,2018,10.2196/mhealth.12204,invalid doi / resource not found
10.2196/preprints.12264,JMIR Publications Inc.,posted-content,2018-10-18,2018,10.2196/mhealth.12264,invalid doi / resource not found
10.2196/preprints.12385,JMIR Publications Inc.,posted-content,2018-10-18,2018,10.2196/mhealth.12385,invalid doi / resource not found
10.2196/preprints.12425,JMIR Publications Inc.,posted-content,2018-10-18,2018,10.2196/mhealth.12425,invalid doi / resource not found
10.2196/preprints.12692,JMIR Publications Inc.,posted-content,2018-11-05,2018,10.2196/mhealth.12692,invalid doi / resource not found
10.2196/preprints.12694,JMIR Publications Inc.,posted-content,2018-11-08,2018,10.2196/mhealth.12694,invalid doi / resource not found
10.2196/preprints.13159,JMIR Publications Inc.,posted-content,2019-02-20,2019,10.2196/mhealth.13159,invalid doi / resource not found
10.2196/preprints.13375,JMIR Publications Inc.,posted-content,2019-02-27,2019,10.2196/mhealth.13375,invalid doi / resource not found
10.2196/preprints.10658,JMIR Publications Inc.,posted-content,2018-04-04,2018,10.2196/pediatrics.10658,invalid doi / resource not found
10.2196/preprints.11465,JMIR Publications Inc.,posted-content,2018-07-03,2018,10.2196/publichealth.11465,invalid doi / resource not found
10.2196/preprints.11573,JMIR Publications Inc.,posted-content,2018-07-22,2018,10.2196/publichealth.11573,invalid doi / resource not found
10.2196/preprints.12344,JMIR Publications Inc.,posted-content,2019-02-04,2019,10.2196/publichealth.12344,invalid doi / resource not found
10.2196/preprints.12405,JMIR Publications Inc.,posted-content,2018-10-18,2018,10.2196/publichealth.12405,invalid doi / resource not found
10.2196/preprints.10705,JMIR Publications Inc.,posted-content,2018-04-08,2018,10.2196/resprot.10705,invalid doi / resource not found
10.2196/preprints.10823,JMIR Publications Inc.,posted-content,2018-04-20,2018,10.2196/resprot.10823,invalid doi / resource not found
10.2196/preprints.10994,JMIR Publications Inc.,posted-content,2018-05-08,2018,10.2196/resprot.10994,invalid doi / resource not found
10.2196/preprints.11002,JMIR Publications Inc.,posted-content,2018-05-30,2018,10.2196/resprot.11002,invalid doi / resource not found
10.2196/preprints.11204,JMIR Publications Inc.,posted-content,2019-02-01,2019,10.2196/resprot.11204,invalid doi / resource not found
10.2196/preprints.11441,JMIR Publications Inc.,posted-content,2018-06-30,2018,10.2196/resprot.11441,invalid doi / resource not found
10.2196/preprints.11540,JMIR Publications Inc.,posted-content,2018-07-12,2018,10.2196/resprot.11540,invalid doi / resource not found
10.2196/preprints.11629,JMIR Publications Inc.,posted-content,2018-07-21,2018,10.2196/resprot.11629,invalid doi / resource not found
10.2196/preprints.11718,JMIR Publications Inc.,posted-content,2018-07-28,2018,10.2196/resprot.11718,invalid doi / resource not found
10.2196/preprints.11827,JMIR Publications Inc.,posted-content,2019-02-06,2019,10.2196/resprot.11827,invalid doi / resource not found
10.2196/preprints.12162,JMIR Publications Inc.,posted-content,2018-09-15,2018,10.2196/resprot.12162,invalid doi / resource not found
10.2196/preprints.12164,JMIR Publications Inc.,posted-content,2019-02-15,2019,10.2196/resprot.12164,invalid doi / resource not found
10.2196/preprints.12252,JMIR Publications Inc.,posted-content,2018-10-18,2018,10.2196/resprot.12252,invalid doi / resource not found
10.2196/preprints.12272,JMIR Publications Inc.,posted-content,2018-10-18,2018,10.2196/resprot.12272,invalid doi / resource not found
10.2196/preprints.12539,JMIR Publications Inc.,posted-content,2018-10-26,2018,10.2196/resprot.12539,invalid doi / resource not found
10.2196/preprints.9416,JMIR Publications Inc.,posted-content,2017-11-14,2017,10.2196/resprot.9416,invalid doi / resource not found
10.31219/osf.io/s4nft,Center for Open Science,posted-content,2020-12-31,2020,10.22034/gjesm.2021.02.10,mEDRA
10.20944/preprints201608.0147.v1,MDPI AG,posted-content,2016-08-17,2016,10.22034/kjm.2016.40640,mEDRA
10.31235/osf.io/daej2,Center for Open Science,posted-content,2020-04-03,2020,10.22054/rlf.2020.51133.1064,mEDRA
10.20944/preprints201712.0105.v1,MDPI AG,posted-content,2017-12-19,2017,10.22075/ijnaa.2017.11767.1588,mEDRA
10.20944/preprints201910.0357.v1,MDPI AG,posted-content,2019-10-31,2019,10.22075/ijnaa.2020.17257.1919,mEDRA
10.20944/preprints201910.0347.v1,MDPI AG,posted-content,2019-10-30,2019,10.22075/ijnaa.2020.19775.2100,mEDRA
10.1101/210856,Cold Spring Harbor Laboratory,posted-content,2017-10-30,2017,10.22092/ari.2019.123404.1249,mEDRA
10.21034/sr.208,Federal Reserve Bank of Minneapolis,posted-content,2019-11-08,2019,10.2307/2329301,resource not found
10.31219/osf.io/2r5fc,Center for Open Science,posted-content,2020-04-24,2020,10.23812/20-221-l-49,mEDRA
10.1101/366542,Cold Spring Harbor Laboratory,posted-content,2018-07-11,2018,10.23818/limn.38.10,mEDRA
10.20944/preprints201903.0048.v1,MDPI AG,posted-content,2019-03-12,2019,10.24425/ams.2019.131068,DataCite
10.31234/osf.io/xvnuc,Center for Open Science,posted-content,2019-11-25,2019,10.24425/ppb.2020.133768,DataCite
10.31219/osf.io/x2n84,Center for Open Science,posted-content,2021-05-04,2021,10.25215/0902.042,invalid doi
10.31235/osf.io/g83s9,Center for Open Science,posted-content,2018-07-02,2018,10.25335/m5/ppj.1.1-3,DataCite
10.31220/osf.io/aw6es,CABI Publishing,posted-content,2019-07-25,2019,10.25518/1780-4507.17219,resource not found
10.31219/osf.io/kjmdr,Center for Open Science,posted-content,2020-12-22,2020,10.25918/thesis.74,DataCite
10.31235/osf.io/wdjsf,Center for Open Science,posted-content,2021-03-04,2021,10.25969/mediarep/14835,DataCite
10.20944/preprints202004.0245.v1,MDPI AG,posted-content,2020-04-15,2020,10.26021/10715,DataCite
10.31227/osf.io/uwzts,Center for Open Science,posted-content,2019-01-25,2019,10.26180/5bf4e49ea1582,DataCite
10.31237/osf.io/4j3fu,Center for Open Science,posted-content,2020-02-25,2020,10.26300/nhfp-xv22,DataCite
10.31124/advance.13388948,SAGE Publications,posted-content,2020-12-21,2020,10.26434/advanced.1234567,invalid doi
10.20944/preprints202003.0328.v1,MDPI AG,posted-content,2020-03-23,2020,10.30476/ijms.2020.85810.1537,mEDRA
10.31224/osf.io/gx6fw,Center for Open Science,posted-content,2020-10-21,2020,10.30478/jcsm.2020.214158.1141,mEDRA
10.20944/preprints201707.0002.v1,MDPI AG,posted-content,2017-07-06,2017,10.30492/ijcce.2020.43488,mEDRA
10.31219/osf.io/hq4ay,Center for Open Science,posted-content,2020-04-25,2020,10.31219/osf,invalid doi
10.31219/osf.io/pbgky,Center for Open Science,posted-content,2020-04-23,2020,10.31219/ost.io/qurrata,invalid doi
10.31237/osf.io/h8a36,Center for Open Science,posted-content,2020-05-28,2020,10.31237/osf.io,invalid doi
10.31219/osf.io/8p297,Center for Open Science,posted-content,2020-04-25,2020,10.31819/osf,invalid doi
10.31219/osf.io/9mbkt,Center for Open Science,posted-content,2020-04-26,2020,10.32119/ofs,invalid doi
10.31219/osf.io/yd78f,Center for Open Science,posted-content,2020-04-25,2020,10.32119/osf,invalid doi
10.31219/osf.io/qf45c,Center for Open Science,posted-content,2018-07-02,2018,10.3217/978-3-85125-524-9-29,DataCite
10.31224/osf.io/5hz2v,Center for Open Science,posted-content,2018-09-03,2018,10.3233/978-1-60750-706-2-57,mEDRA
10.31222/osf.io/yzmf3,Center for Open Science,posted-content,2019-09-14,2019,10.3233/apc200104,mEDRA
10.1101/19013748,Cold Spring Harbor Laboratory,posted-content,2019-12-06,2019,10.3233/shti200425,mEDRA
10.31234/osf.io/7envh,Center for Open Science,posted-content,2019-02-03,2019,10.3262/eeo21180403,mEDRA
10.20944/preprints201807.0525.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/antiox7090118,resource not found
10.20944/preprints201807.0440.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/app8091487,resource not found
10.20944/preprints201807.0290.v1,MDPI AG,posted-content,2018-07-20,2018,10.3390/app8091511,resource not found
10.20944/preprints201807.0577.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/atmos9090346,resource not found
10.20944/preprints201806.0065.v1,MDPI AG,posted-content,2018-06-08,2018,10.3390/axioms7030062,resource not found
10.20944/preprints201808.0143.v1,MDPI AG,posted-content,2018-08-10,2018,10.3390/cancers10090304,resource not found
10.20944/preprints201807.0620.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/catal8090364,resource not found
10.20944/preprints201806.0134.v1,MDPI AG,posted-content,2018-06-12,2018,10.3390/children5090113,resource not found
10.20944/preprints201807.0545.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/children5090115,resource not found
10.20944/preprints201808.0178.v1,MDPI AG,posted-content,2018-08-14,2018,10.3390/diseases6030077,resource not found
10.20944/preprints201808.0083.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/e20090665,resource not found
10.20944/preprints201806.0041.v1,MDPI AG,posted-content,2018-06-08,2018,10.3390/en11092277,resource not found
10.20944/preprints201807.0602.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/en11092317,resource not found
10.20944/preprints202104.0283.v1,MDPI AG,posted-content,2021-04-12,2021,10.3390/fluids6060206,resource not found
10.20944/preprints201806.0422.v1,MDPI AG,posted-content,2018-06-29,2018,10.3390/galaxies6030093,resource not found
10.20944/preprints201807.0068.v1,MDPI AG,posted-content,2018-07-10,2018,10.3390/geosciences8090322,resource not found
10.20944/preprints201807.0610.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/geosciences8090327,resource not found
10.20944/preprints201808.0174.v1,MDPI AG,posted-content,2018-08-14,2018,10.3390/ht7030024,resource not found
10.20944/preprints201808.0057.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/ijerph15091891,resource not found
10.20944/preprints201808.0148.v1,MDPI AG,posted-content,2018-08-10,2018,10.3390/ijerph15091914,resource not found
10.20944/preprints201808.0397.v1,MDPI AG,posted-content,2018-08-27,2018,10.3390/infrastructures3030034,resource not found
10.20944/preprints201807.0504.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/j1010008,resource not found
10.20944/preprints201808.0300.v1,MDPI AG,posted-content,2018-08-22,2018,10.3390/jmmp2030058,resource not found
10.20944/preprints201808.0306.v1,MDPI AG,posted-content,2018-08-21,2018,10.3390/jof4030105,resource not found
10.20944/preprints201805.0336.v1,MDPI AG,posted-content,2018-05-28,2018,10.3390/ma11091555,resource not found
10.20944/preprints201807.0055.v1,MDPI AG,posted-content,2018-07-06,2018,10.3390/ma11091560,resource not found
10.20944/preprints201807.0437.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/math6090152,resource not found
10.20944/preprints201806.0371.v1,MDPI AG,posted-content,2018-06-28,2018,10.3390/mi9090434,resource not found
10.20944/preprints201807.0399.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/molecules23092220,resource not found
10.20944/preprints201807.0392.v1,MDPI AG,posted-content,2018-07-23,2018,10.3390/nano8090668,resource not found
10.20944/preprints201808.0054.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/nano8090675,resource not found
10.20944/preprints201807.0426.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/nu10091208,resource not found
10.20944/preprints201806.0202.v1,MDPI AG,posted-content,2018-06-19,2018,10.3390/recycling3030039,resource not found
10.20944/preprints201807.0284.v1,MDPI AG,posted-content,2018-07-18,2018,10.3390/rel9090258,resource not found
10.20944/preprints201808.0029.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/rs10091363,resource not found
10.20944/preprints201807.0209.v1,MDPI AG,posted-content,2018-07-16,2018,10.3390/rs10091397,resource not found
10.20944/preprints201807.0051.v1,MDPI AG,posted-content,2018-07-06,2018,10.3390/s18092849,resource not found
10.20944/preprints201808.0049.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/s18092905,resource not found
10.20944/preprints201807.0380.v1,MDPI AG,posted-content,2018-07-23,2018,10.3390/s18092948,resource not found
10.20944/preprints201807.0299.v1,MDPI AG,posted-content,2018-07-20,2018,10.3390/socsci7090147,resource not found
10.20944/preprints201807.0218.v1,MDPI AG,posted-content,2018-07-16,2018,10.3390/su10093118,resource not found
10.20944/preprints201808.0151.v1,MDPI AG,posted-content,2018-08-10,2018,10.3390/su10093122,resource not found
10.20944/preprints201807.0615.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/tropicalmed3030094,resource not found
10.20944/preprints201807.0144.v1,MDPI AG,posted-content,2018-07-12,2018,10.3390/urbansci2030082,resource not found
10.20944/preprints201807.0466.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/urbansci2030084,resource not found
10.20944/preprints201808.0176.v1,MDPI AG,posted-content,2018-08-14,2018,10.3390/w10091157,resource not found
10.20944/preprints201808.0072.v1,MDPI AG,posted-content,2018-08-07,2018,10.3390/w10091190,resource not found
10.31234/osf.io/t2exb,Center for Open Science,posted-content,2020-07-20,2020,10.36131/cnfioritieditore20200404,mEDRA
10.20944/preprints202003.0257.v1,MDPI AG,posted-content,2020-03-16,2020,10.3619/jmrr.1000125,invalid doi
10.21203/rs.3.rs-25373/v1,Research Square Platform LLC,posted-content,2020-05-10,2020,10.37290/ctnr2641-452x.19:388–397,invalid doi
10.21203/rs.3.rs-29081/v1,Research Square,posted-content,2020-06-04,2020,10.37421/jcdd.2020.8.421,invalid doi
10.21034/wp.693,Federal Reserve Bank of Minneapolis,posted-content,2019-10-25,2019,10.4067/s0719-04332011000200006,resource not found
